ID,Catalog,Item,Description,SmImage,LgImage,Category1,Category2,Category3,Units,RegPrice,SalePrice,OutOfStock,Active,Inventory,Keywords,Category4,Category5,DiscountPr,Wholesale,Featured,DateEdited,ItemCost,TaxPercent,PopUpPg,SmImage2,LgImage2,SmImage3,LgImage3,MetaTitle,WSOnly
3521,,Seeds Cacti Polaskia chende,<p>Polaskia chende</p>,,,43,0,0,0.00,0.00,0.00,No,No,,Polaskia chende,0,0,,0.00,No,2012-07-17T07:00:00.000Z,0.00,0.0000,0,,,,,Polaskia chende,No
3522,,Roseocereus tephracanthus,<p>Roseocereus tephracanthus</p>,,,68,269,31,0.00,0.00,0.00,No,Yes,,Roseocereus tephracanthus,0,0,,0.00,No,2012-07-17T07:00:00.000Z,0.00,0.0000,0,,,,,Roseocereus tephracanthus,No
3523,,Roseocereus tephracanthus v. del oro,<p>Roseocereus tephracanthus v. del oro</p>,,,68,269,31,0.00,0.00,0.00,No,Yes,,Roseocereus species el oro,0,0,,0.00,No,2012-07-17T07:00:00.000Z,0.00,0.0000,0,,,,,Roseocereus species el oro,No
3524,,Stephanocereus leucostele,<p>Stephanocereus leucostele</p>,,,44,272,31,0.00,0.00,0.00,No,Yes,,Stephanocereus leucostele,0,0,,0.00,No,2012-07-17T07:00:00.000Z,0.00,0.0000,0,,,,,Stephanocereus leucostele,No
3525,,Thelocactus bicolor var. schottii,<p>Thelocactus bicolor var. schottii</p>,,,78,31,282,0.00,0.00,0.00,No,No,,Thelocactus bicolor var. schottii,0,0,,0.00,No,2012-07-17T07:00:00.000Z,0.00,0.0000,0,,,,,Thelocactus bicolor var. schottii,No
3526,,Thelocactus rinconensis,<p>Thelocactus rinconensis</p>,,,78,282,31,0.00,0.00,0.00,No,Yes,,Thelocactus rinconensis,0,0,,0.00,No,2012-07-17T07:00:00.000Z,0.00,0.0000,0,,,,,Thelocactus rinconensis,No
3527,,Trichocereus aucapata,<p>Trichocereus aucapata</p>,,,78,31,285,0.00,0.00,0.00,No,Yes,,Trichocereus aucapata,0,0,,0.00,No,2012-07-17T07:00:00.000Z,0.00,0.0000,0,,,,,Trichocereus aucapata,No
3528,,Tephrocactus alexanderi v. brunchii,<p>Tephrocactus alexanderi v. brunchii</p>,,,78,31,280,0.00,0.00,0.00,No,No,,Tephrocactus alexanderi v. brunchii,0,0,,0.00,No,2012-07-17T07:00:00.000Z,0.00,0.0000,0,,,,,Tephrocactus alexanderi v. brunchii,No
3529,,Tephrocactus articulatus v. papyracanthus,<p>Tephrocactus articulatus v. papyracanthus (Tephrocactus papyracanthus)</p>,,,78,31,280,0.00,0.00,0.00,No,Yes,,Tephrocactus articulatus v. papyracanthus,0,0,,0.00,No,2012-07-17T07:00:00.000Z,0.00,0.0000,0,,,,,Tephrocactus articulatus v. papyracanthus,No
3530,,Tephrocactus glomeratus,<p>Tephrocactus glomeratus</p>,,,78,31,280,0.00,0.00,0.00,No,No,,Tephrocactus glomeratus,0,0,,0.00,No,2012-07-17T07:00:00.000Z,0.00,0.0000,0,,,,,Tephrocactus glomeratus,No
3531,,Seeds Echeveria agavoides v. Romeo,<p>Echeveria agavoides v. Romeo</p>,,,50,0,0,0.00,0.00,0.00,No,No,,Echeveria agavoides v. Romeo,0,0,,0.00,No,2012-07-18T07:00:00.000Z,0.00,0.0000,0,,,,,Echeveria agavoides v. Romeo,No
3532,,Trichocereus culpinensis,<p>Trichocereus culpinensis</p>,,,78,285,31,0.00,0.00,0.00,No,Yes,,Trichocereus culpinensis,0,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Trichocereus culpinensis,No
3533,,Trichocereus grandiflorus,<p>Trichocereus grandiflorus</p>,,,78,31,285,0.00,0.00,0.00,No,No,,Trichocereus grandiflorus,0,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Trichocereus grandiflorus,No
3534,,"Trichocereus hybrid 'Flying Saucer'","<p>Trichocereus hybrid (Echinopsis). 'Flying Saucer'. Seeds collected from plants with bright pink /orange flowers.</p>",images/Trichocereus_hybridsT.JPG,images/Trichocereus_hybridsL.JPG,78,31,285,0.00,0.00,0.00,No,Yes,,"Trichocereus hybrid, Trichocereus hybrids ",0,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Trichocereus hybrids,No
3535,,Trichocereus tarijensis,<p>Trichocereus tarijensis</p>,,,78,31,285,0.00,0.00,0.00,No,No,,Trichocereus tarijensis,0,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Trichocereus tarijensis,No
3537,,Seeds Cacti Trixanthocereus peruvianus,<p>Trixanthocereus peruvianus</p>,,,78,0,0,0.00,0.00,0.00,No,No,,Trixanthocereus peruvianus,0,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Trixanthocereus peruvianus,No
3539,,Seeds Aloe ammophila,<p>Aloe ammophila</p>,,,121,110,32,0.00,0.00,0.00,No,No,1,Aloe ammophila,0,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Aloe ammophila,No
3542,,Seeds Aloe prinslooi,<p>Aloe prinslooi</p>,,,121,0,0,0.00,0.00,0.00,No,No,,Aloe prinslooi,0,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Aloe prinslooi,No
3543,,Seeds Aloinopsis peersii,<p>Aloinopsis peersii</p>,,,121,64,342,0.00,0.00,0.00,No,No,1,Aloinopsis peersii,0,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Aloinopsis peersii,No
3544,,Seeds Aloinopsis villetii,<p>Aloinopsis villetii. Grows on limestone. South Africa</p>,,,121,32,64,0.00,0.00,0.00,No,Yes,,Aloinopsis villetii,342,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Aloinopsis villetii,No
3545,,Seeds Albuca altissima,"<p>Albuca altissima. This unusual plant, which comes into bloom around November, has an intriguing form, resembling a sort of floral candelabra. Is now classified as part of the Asparagaceae family, grows to 80 cm. It has a profusion of unusual green-striped white flowers; the outer three tepals flare out around the cluster of the inner tepals: they almost look like giant snowdrops. They are related to and resemble Ornithogalum. Origin: South Africa</p>",images/AlbucaaltissimaT.JPG,images/AlbucaaltissimaL.JPG,121,32,428,0.00,0.00,0.00,No,Yes,,Albuca altissima,0,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Albuca altissima,No
3546,,Seeds Anacampseros variegata,<p>Anacampseros variegata</p>,,,121,0,0,0.00,0.00,0.00,No,No,,Anacampseros variegata,0,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Anacampseros variegata,No
3547,,Seeds Calibanus hookeri,<p>Calibanus hookeri (Syn: Beaucarnea hookeri)</p>,,,48,32,0,0.00,0.00,0.00,No,No,,Calibanus hookeri,0,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Calibanus hookeri,No
3548,,Seeds Cephalophyllum spissum,<p>Cephalophyllum spissum</p>,,,48,32,64,0.00,0.00,0.00,No,Yes,,Cephalophyllum spissum,353,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Cephalophyllum spissum,No
3549,,Seeds Cephalophyllum spongiosum,<p>Cephalophyllum spongiosum</p>,,,48,32,64,0.00,0.00,0.00,No,Yes,,Cephalophyllum spongiosum,353,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Cephalophyllum spongiosum,No
3550,,Seeds Cephalophyllum duplessis,<p>Cephalophyllum duplessis</p>,,,48,64,353,0.00,0.00,0.00,No,No,,Cephalophyllum duplessis,0,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Cephalophyllum duplessis,No
3551,,Seeds Conophytum bilobum,<p>Conophytum bilobum</p>,,,48,0,0,0.00,0.00,0.00,No,No,,Conophytum bilobum,0,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Conophytum bilobum,No
3552,,Seeds Crassula obvallata,<p>Crassula obvallata</p>,,,48,32,362,0.00,0.00,0.00,No,Yes,,Crassula obvallata,0,0,,0.00,No,2012-07-20T07:00:00.000Z,0.00,0.0000,0,,,,,Crassula obvallata,No
3553,,Seeds Euphorbia cereiformis,<p>Euphorbia cereiformis</p>,,,50,32,380,0.00,0.00,0.00,No,No,1,Euphorbia cereiformis,0,0,,0.00,No,2012-07-21T07:00:00.000Z,0.00,0.0000,0,,,,,Euphorbia cereiformis,No
3554,,Seeds Euphorbia horrida,<p>Euphorbia horrida</p>,images/Euphorbia-horridaT.JPG,images/Euphorbia-horridaL.jpg,50,32,380,0.00,0.00,0.00,No,No,,Euphorbia horrida,0,0,,0.00,No,2012-07-21T07:00:00.000Z,0.00,0.0000,0,,,,,Euphorbia horrida,No
3555,,Seeds Euphorbia inermis,<p>Euphorbia inermis</p>,,,50,32,380,0.00,0.00,0.00,No,No,,Euphorbia inermis,0,0,,0.00,No,2012-07-21T07:00:00.000Z,0.00,0.0000,0,,,,,Euphorbia inermis,No
3556,,Seeds Euphorbia pentagona,<p>Euphorbia pentagona.&nbsp;</p>,,,50,32,380,0.00,0.00,0.00,No,Yes,,Euphorbia pentagona,0,0,,0.00,No,2012-07-21T07:00:00.000Z,0.00,0.0000,0,,,,,Euphorbia pentagona,No
3557,,Seeds Euphorbia polygona,<p>Euphorbia polygona.</p>,,,50,32,380,0.00,0.00,0.00,No,No,,Euphorbia polygona,0,0,,0.00,No,2012-07-21T07:00:00.000Z,0.00,0.0000,0,,,,,Euphorbia polygona,No
3558,,Seeds Euphorbia schoenlandii v noorsueldensis,<p>Euphorbia schoenlandii v noorsueldensis</p>,,,50,0,0,0.00,0.00,0.00,No,No,,Euphorbia schoenlandii v noorsueldensis,0,0,,0.00,No,2012-07-21T07:00:00.000Z,0.00,0.0000,0,,,,,Euphorbia schoenlandii v noorsueldensis,No
3559,,Seeds Faucaria bosscheana,<p>Faucaria bosscheana. (Syn: Faucaria bosiana).&nbsp;</p>,,,80,64,32,0.00,0.00,0.00,No,Yes,,"Faucaria bosscheana, Faucaria bosiana",381,0,,0.00,No,2012-07-21T07:00:00.000Z,0.00,0.0000,0,,,,,"Faucaria bosscheana, Faucaria bosiana",No
3560,,Seeds Lithops erniana v. witputzensis,<p>Lithops erniana v. witputzensis </p>,,,54,32,64,0.00,0.00,0.00,No,No,,Lithops erniana v. witputzensis,401,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Lithops erniana  v. witputzensis,No
3561,,Seeds Lithops fulleri,<p>Lithops fulleri</p>,,,54,64,32,0.00,0.00,0.00,No,No,,Lithops fulleri,401,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Lithops fulleri,No
3562,,Seeds Lithops fulviceps aurea,"<p>Lithops fulviceps v. fulviceps var ""Aurea"". White flowers</p>",,,54,32,64,0.00,0.00,0.00,No,No,,Lithops fulviceps aurea,401,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Lithops fulviceps aurea,No
3563,,Seeds Lithops helmutii,<p>Lithops helmutii</p>,,,54,64,32,0.00,0.00,0.00,No,No,,Lithops helmutii,401,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Lithops helmutii,No
3564,,Seeds Lithops hallii v. ochracea,<p>Lithops hallii v. ochracea</p>,,,54,32,64,0.00,0.00,0.00,No,No,,Lithops hallii v. ochracea,401,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Lithops hallii v. ochracea,No
3565,,Seeds Lithops lesliei,<p>Lithops lesliei</p>,,,54,32,64,0.00,0.00,0.00,No,No,,Lithops lesliei,401,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Lithops lesliei,No
3566,,Seeds Lithops lesliei v. albinica,<p>Lithops lesliei v. albinica</p>,,,54,401,32,0.00,0.00,0.00,No,No,,Lithops lesliei albinica,64,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Lithops lesliei albinica,No
3567,,Seeds Lithops lesliei v. hornii,<p>Lithops lesliei v. hornii</p>,,,54,32,64,0.00,0.00,0.00,No,No,,Lithops lesliei v. hornii,401,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Lithops lesliei v. hornii,No
3568,,Seeds Lithops otzeniana,<p>Lithops otzeniana</p>,,,54,64,32,0.00,0.00,0.00,No,No,1,Lithops otzeniana,401,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Lithops otzeniana,No
3569,,Seeds Lithops umdausensis,<p>Lithops umdausensis</p>,,,54,32,64,0.00,0.00,0.00,No,No,2,Lithops umdausensis,401,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Lithops umdausensis,No
3570,,Seeds Nolina texana,<p>Nolina texana (Texas sacahuista)</p>,images/NolinatexanaT.JPG,images/NolinatexanaL.jpg,55,32,414,0.00,0.00,0.00,No,No,,Nolina texana (Texas sacahuista),0,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Nolina texana (Texas sacahuista),No
3571,,Seeds Ophthalmophyllum maculatum,<p>Ophthalmophyllum maculatum</p>,,,55,32,64,0.00,0.00,0.00,No,No,,Ophthalmophyllum maculatum,417,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Ophthalmophyllum maculatum,No
3572,,Seeds Phytolacca dioica,<p>Phytolacca dioica (Caudiciform)</p>,images/PhytolaccadioicaT.JPG,images/Phytolaccadioica.jpeg,56,32,425,0.00,0.00,0.00,No,No,,Phytolacca dioica,0,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Phytolacca dioica,No
3573,,Seeds Tylecodon luteosquamata,"<p>Tylecodon luteosquamata. South Africa, grows with winter rain.</p>",,,66,32,454,0.00,0.00,0.00,No,No,,Tylecodon luteosquamata,0,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Tylecodon luteosquamata,No
4017,,Gymnocalycium nigriareolatum var.,"<p>Gymnocalycium nigriareolatum var. Collected at W. Sierra Ancasti / Catamarca, Argentina. Thick curved spines. HV 1220</p>",,,182,31,39,0.00,0.00,0.00,No,Yes,,Gymnocalycium nigriareolatum var. ,0,0,,0.00,No,2013-03-04T07:00:00.000Z,0.00,0.0000,0,,,,,Gymnocalycium nigriareolatum var. ,No
3575,,Seeds Tylecodon reticulatus,<p>Tylecodon reticulatus (Tylecodon reticulata).</p>,,,66,32,454,0.00,0.00,0.00,No,No,1,"Tylecodon reticulatus, Tylecodon reticulata",0,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,"Tylecodon reticulatus, Tylecodon reticulata",No
3577,,Seeds Yucca australis,<p>Yucca australis</p>,,,456,32,0,0.00,0.00,0.00,No,No,,Yucca australis,0,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Yucca australis,No
3578,,Seeds Yucca carnerosana,<p>Yucca carnerosana</p>,,,456,32,0,0.00,0.00,0.00,No,Yes,,Yucca carnerosana,0,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Yucca carnerosana,No
3579,,Seeds Yucca campestris,<p>Yucca campestris</p>,,,456,32,0,0.00,0.00,0.00,No,No,,Yucca campestris,0,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Yucca campestris,No
3580,,Seeds Yucca baileyi,<p>Yucca baileyi</p>,,,456,32,0,0.00,0.00,0.00,No,No,,Yucca baileyi,0,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Yucca baileyi,No
3581,,Seeds Yucca whipplei,"<p>Yucca whipplei. Syn: Hesperoyucca whipplei. Recommended Temperature Zone: Sunset: 2-24; USDA: 8-12. Columnar or multi branched rosette, up to 20 feet tall, 12 feet wide at altitudes of 0&ndash;2500 m. Hardy to 10&deg;F Full sun to light shade, will take reflected sun in summer in hot location. Little to moderate water, good drainage. Origin: Southern California and Baja California, Mexico</p>",images/HesperoyuccawhippleiT.JPG,images/HesperoyuccawhippleiL.jpg,52,456,32,0.00,0.00,0.00,No,Yes,,Hesperoyucca whipplei ,0,0,,0.00,No,2012-07-22T07:00:00.000Z,0.00,0.0000,0,,,,,Hesperoyucca whipplei ,No
3582,,Seeds Yucca angustifolia v. toftiae,<p>Yucca angustifolia v. toftiae</p>,,,456,32,0,0.00,0.00,0.00,No,Yes,,Yucca angustifolia v. toftiae,0,0,,0.00,No,2012-07-23T07:00:00.000Z,0.00,0.0000,0,,,,,Yucca angustifolia v. toftiae,No
3583,,Seeds Yucca utahensis,<p>Yucca utahensis.</p>,,,456,0,0,0.00,0.00,0.00,No,Yes,,Yucca utahensis,0,0,,0.00,No,2012-07-23T07:00:00.000Z,0.00,0.0000,0,,,,,Yucca utahensis,No
3584,,Seeds Yucca constricta,<p>Yucca constricta</p>,,,456,32,0,0.00,0.00,0.00,No,No,,Yucca constricta,0,0,,0.00,No,2012-07-23T07:00:00.000Z,0.00,0.0000,0,,,,,Yucca constricta,No
3585,,Seeds Yucca madrensis,"<p>Yucca madrensis. A rare Yucca from the Sierra Madre Occidental in Chihuahua, Mexico. Grows mainly in Pine and Oak forest on steep, rocky slopes between 1400 and 2300 m (4600 and 7400 ft.). Looks similar to Yucca schotti. Usually forms a short, solitary trunk to about 2.5 m (8 ft.) tall, with a dense crown of stiff, bluish green leaves. Will tolerate drought as well as severe freezes.</p>",,,456,0,0,0.00,0.00,0.00,No,No,,Yucca madrensis,0,0,,0.00,No,2012-07-23T07:00:00.000Z,0.00,0.0000,0,,,,,Yucca madrensis,No
3587,,Seeds Yucca reverchonii,<p>Yucca reverchonii</p>,,,456,0,0,0.00,0.00,0.00,No,Yes,,Yucca reverchonii,0,0,,0.00,No,2012-07-23T07:00:00.000Z,0.00,0.0000,0,,,,,Yucca reverchonii,No
3588,,Seeds Agave toumeyana v. bella,<p>Agave toumeyana v. bella</p>,,,121,291,32,0.00,0.00,0.00,No,No,1,Agave toumeyana v. bella,0,0,,0.00,No,2012-07-23T07:00:00.000Z,0.00,0.0000,0,,,,,Agave toumeyana v. bella,No
3589,,Seeds Agave parviflora,<p>Agave parviflora.</p>,,,121,291,32,0.00,0.00,0.00,No,No,2,Agave parviflora,0,0,,0.00,No,2012-07-23T07:00:00.000Z,0.00,0.0000,0,,,,,Agave parviflora,No
3590,,Seeds Agave utahensis var. eborispina,<p>Agave utahensis var. eborispina</p>,,,121,32,291,0.00,0.00,0.00,No,No,4,Agave utahensis var. eborispina,0,0,,0.00,No,2012-07-23T07:00:00.000Z,0.00,0.0000,0,,,,,Agave utahensis var. eborispina,No
3591,,Seeds Agave schottii,<p>Agave schottii</p>,,,121,32,291,0.00,0.00,0.00,No,No,,Agave schottii,0,0,,0.00,No,2012-07-23T07:00:00.000Z,0.00,0.0000,0,,,,,Agave schottii,No
3592,,Astrophytum capricorne mix,<p>Astrophytum&nbsp;capricorne mix</p>,,,35,127,31,0.00,0.00,0.00,No,No,,Astrophytum capricorne MIX,0,0,,0.00,No,2012-07-23T07:00:00.000Z,0.00,0.0000,0,,,,,Astrophytum capricorne mix,No
3593,,Astrophytum myriostigma mix,<p>&nbsp;Astrophytum myriostigma mix</p>,,,35,127,31,0.00,0.00,0.00,No,No,,Astrophytum myriostigma mix,0,0,,0.00,No,2012-07-23T07:00:00.000Z,0.00,0.0000,0,,,,,Astrophytum myriostigma mix,No
3594,,Seeds Crassula rupestris,<p>Crassula rupestris</p>,,,48,32,362,0.00,0.00,0.00,No,No,,Crassula rupestris,0,0,,0.00,No,2012-07-26T07:00:00.000Z,0.00,0.0000,0,,,,,Crassula rupestris,No
3598,,Clistanthocereus samnensis,<p>Clistanthocereus samnensis.</p>,,,36,148,31,0.00,0.00,0.00,No,No,,Clistanthocereus samnensis seeds,0,0,,0.00,No,2012-07-27T07:00:00.000Z,0.00,0.0000,0,,,,,Clistanthocereus samnensis seeds,No
3599,,Clistanthocereus tessellatus,<p>Clistanthocereus tessellatus.</p>,,,36,148,31,0.00,0.00,0.00,No,Yes,,Clistanthocereus tessellatus seeds,0,0,,0.00,No,2012-07-27T07:00:00.000Z,0.00,0.0000,0,,,,,Clistanthocereus tessellatus seeds,No
3600,,Seeds Lithops julii v. littlewoodii,<p>Lithops julii v. littlewoodii</p>,,,54,64,32,0.00,0.00,0.00,No,No,,Seeds Lithops julii v. littlewoodii,401,0,,0.00,No,2012-07-30T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Lithops julii v. littlewoodii,No
3601,,Seeds Lithops salicola v. reticulata,<p>Lithops salicola v. reticulata</p>,,,54,64,32,0.00,0.00,0.00,No,No,1,Lithops salicola v. reticulata,401,0,,0.00,No,2012-07-30T07:00:00.000Z,0.00,0.0000,0,,,,,Lithops salicola v. reticulata,No
3602,,Seeds Lithops divergens v. amethystina,<p>Lithops divergens v. amethystina</p>,,,54,32,64,0.00,0.00,0.00,No,No,,Lithops divergens v. amethystina,401,0,,0.00,No,2012-07-30T07:00:00.000Z,0.00,0.0000,0,,,,,Lithops divergens v. amethystina,No
3603,,Seeds Lithops herrei,<p>Lithops herrei</p>,,,54,32,64,0.00,0.00,0.00,No,No,,Lithops herrei seeds,401,0,,0.00,No,2012-07-31T07:00:00.000Z,0.00,0.0000,0,,,,,Lithops herrei seeds,No
3604,,Seeds Lithops karasmontana ssp. eberlanzii,<p>Lithops karasmontana ssp. eberlanzii</p>,,,54,32,64,0.00,0.00,0.00,No,No,,Lithops karasmontana ssp. eberlanzi seeds,0,0,,0.00,No,2012-07-31T07:00:00.000Z,0.00,0.0000,0,,,,,Lithops karasmontana ssp. eberlanzi seeds,No
3605,,Seeds Lithops bromfieldii v. mennellii,<p>Lithops bromfieldii v. mennellii</p>,,,54,64,32,0.00,0.00,0.00,No,No,,Lithops bromfieldii v. mennellii seeds,401,0,,0.00,No,2012-07-31T07:00:00.000Z,0.00,0.0000,0,,,,,Lithops bromfieldii v. mennellii seeds,No
3606,,Seeds Lithops hookeri v. dabneri,"<p>Lithops hookeri v. dabneri, Grey top, red jagged lines.</p>",,,54,64,32,0.00,0.00,0.00,No,No,,Seeds Lithops hookeri v dabneri,401,0,,0.00,No,2012-07-31T07:00:00.000Z,0.00,0.0000,0,,,,,Seeds Lithops hookeri v dabneri,No
3607,,Seeds Lithops naureenae,<p><span>Lithops naureenae</span></p>,,,54,64,32,0.00,0.00,0.00,No,No,,Lithops naureenae,401,0,,0.00,No,2012-07-31T07:00:00.000Z,0.00,0.0000,0,,,,,Lithops naureenae,No
3611,,Stenocereus gummosus,<p>Stenocereus gummosus Syn: Machaerocereus gummosus</p>,,,44,31,275,0.00,0.00,0.00,No,Yes,,Stenocereus gummosus Syn: Machaerocereus gummosus,0,0,,0.00,No,2012-08-03T07:00:00.000Z,0.00,0.0000,0,,,,,Stenocereus gummosus Syn: Machaerocereus gummosus,No
3616,,Arugula - Organic Seeds,"<p><strong>Common name: </strong>Arugula - Organic<br /><strong>Scientific name: </strong>Eruca sativa <br /><strong>Days to Maturity: </strong>43 days from seed<br /><strong>Uses: </strong>Easily grown green that adds a tangy, peppery flavor to salads. Plant in the spring and again in the fall. Use only young leaves when about 2 to 3 inches long.<br />Approx. 14,000 seeds/oz. <br /></p>",images/Arugula_T.JPG,images/Arugula_L.JPG,235,302,0,0.00,0.00,0.00,No,Yes,,Arugula - Organic,0,0,,0.00,No,2012-09-11T07:00:00.000Z,0.00,0.0000,0,,,,,Arugula - Organic,No
3620,,"Bean, Bush - Contender","<p>Common Name: Bean, Bush - Contender<br />Scientific name: Phaseolus vulgaris<br />Harvest: 49 days. <br />Use: Versatile and early, with huge yields of smooth, stringless 6-8 in.&nbsp; long and slightly curved Excellent for short growing, cool seasons. This productive stringless variety is good for canning, freezing or eating raw directly from the garden.&nbsp; Res. BV, Heat &amp; Mildew. <br />Approx. 75-90 seeds/oz</p>",images/ContenderT.JPG,images/ContenderL.jpg,236,0,0,0.00,0.00,0.00,No,No,,"Bean, Bush - Contender",0,0,,0.00,No,2012-09-11T07:00:00.000Z,0.00,0.0000,0,,,,,"Bean, Bush - Contender",No
3617,,"Bean, Bush - Black Valentine","<p>Common name: Bean, Bush - Black Valentine<br />Scientific name: Phaseolus vulgaris<br />Origin: Old heirloom variety first introduced in the 1850's<br />Use: The dark green, stringless beans are 6 inches long. This Heirloom shelling bean variety produces all black beans which turn purplish after cooking and have a meaty texture and rich, nutty flavor. Can also be harvested early and used as green bean<br />Days to Maturity:&nbsp; 67 days<br />Exposure: Full sun.<br />Water: Regular<br />Approx. 90 seeds / oz.</p>",images/BeanBush-BlackValentineT.JPG,images/BeanBush-BlackValentineL.jpg,236,0,0,0.00,0.00,0.00,No,No,,"Bean, Bush - Black Valentine",0,0,,0.00,No,2012-09-11T07:00:00.000Z,0.00,0.0000,0,,,,,"Bean, Bush - Black Valentine",No
3618,,"Bean, Bush - Blue Lake Bush 274","<p>Common name: Bean, Bush - Blue Lake Bush 274<br />Scientific name: Phaseolus vulgaris<br />Origin: Heirloom. Resistant to Bean Common Mosaic Virus<br />Quality is unsurpassed.<br />Harvest : 58 days<br />Exposure: Full sun.<br />Growth rate: Fast<br />Water: Regular<br />Approx. 60 seeds / oz.</p>",images/BeanBush-BlueLakeBushT.JPG,images/BeanBush-BlueLakeBushL.jpg,236,0,0,0.00,0.00,0.00,No,No,,"Bean, Bush - Blue Lake Bush 274",0,0,,0.00,No,2012-09-11T07:00:00.000Z,0.00,0.0000,0,,,,,"Bean, Bush - Blue Lake Bush 274",No
3619,,"Bean, Bush - California Black-Eye Pea","<p>Common name: Bean, Bush - California Black-Eye (Cowpeas)<br />Harvest: 71 days<br />Uses: These pods are 7 to 8 inches long with large, smooth, delicious seeds, fresh or dried. Loves the heat, easy to grow. Resistant to most bean or pea diseases.<br />Approx. 150 seeds/oz.</p>",images/BeanBush-CaliforniaBlack-EyeT.JPG,images/BeanBush-CaliforniaBlack-EyeL.JPG,236,0,0,0.00,0.00,0.00,No,No,,"Bean, Bush - California Black-Eye Pea",0,0,,0.00,No,2012-09-11T07:00:00.000Z,0.00,0.0000,0,,,,," Bean, Bush - California Black-Eye Pea",No
3621,,"Bean, Bush - Provider","<p>Common Name: Bean, Bush - Provider<br />Scientific name: Phaseolus vulgaris<br />Harvest: 48-54 days<br />Size: Beans are 6 to 8 inches long and slightly curved<br />Use: An early shipper bean.&nbsp; Purple seeded variety produces heavy crops of 5 to 8 inch round /c rease-back, low fiber pods in clusters. Fine flavor and recommended for freezing. Widely adapted and slow to wilt.. <br />Approx.90 seeds/oz.</p>",images/BeanBush-ProviderT.JPG,images/BeanBush-Provider.jpg,236,0,0,0.00,0.00,0.00,No,No,,"Bean, Bush - Provider",0,0,,0.00,No,2012-09-11T07:00:00.000Z,0.00,0.0000,0,,,,,"Bean, Bush - Provider",No
